Depth (m),Interpolated Impedance,Interpolated Amplitude,Interpolated Frequency,Sand Fraction,Water Saturation
0.0,1.0664606086324573,1.0483023013781734,0.009511709001637796,-0.0953903778938695,1.0
3.003003003003003,0.9614482276678964,1.0882936437473205,-0.033234096968435906,-0.0280047997084808,1.0
6.006006006006006,0.9839855881114357,1.0288538832460787,0.10125564541525608,0.0093452400354139,0.990654759964586
9.00900900900901,0.9500086132004757,0.9328234677376963,0.014743531752565795,0.1394141963036489,0.860585803696351
12.012012012012011,0.9456576919044574,0.9723984656866945,0.0019457899731124507,0.0878516145823255,0.9121483854176744
15.015015015015011,0.92681209369237,1.0265806902073278,0.058713751339187346,0.0082304926318993,0.9917695073681008
18.01801801801802,1.0264177792689937,1.0583180164905268,-0.011716743079823465,0.1142700887754768,0.8857299112245232
21.02102102102102,1.0123321912852947,0.877153954810889,0.07146441665555109,0.0275464950481989,0.972453504951801
24.024024024024023,0.9154750918658364,0.9704898887747032,-0.05868998412033155,0.1739660154119269,0.8260339845880731
27.027027027027025,1.0069228917411317,1.0064627410749953,0.039292948882511426,0.1111679827724339,0.8888320172275661
30.030030030030023,1.0289344069093083,1.0098263673828394,0.064906339140393,0.1449047854773526,0.8550952145226474
33.03303303303303,1.0884076408012144,1.0751090526355678,0.036567408639505604,0.2307050830770691,0.7692949169229308
36.03603603603604,1.0408711687805565,1.0498613573397326,0.06831201588576336,0.1148486612233998,0.8851513387766001
39.03903903903904,0.9967455757957001,0.9657179339534026,0.023903488186080134,0.1241021178055446,0.8758978821944554
42.04204204204204,0.966138165033447,0.9945146304149948,0.1121997122098044,0.1794855210057138,0.8205144789942862
45.04504504504504,1.03126005519356,0.9903833531653843,-0.00867433745261501,0.2752448472444764,0.7247551527555236
48.048048048048045,1.0598729876047297,0.9376983687708985,0.0864911994769725,0.1619686702599328,0.8380313297400672
51.05105105105105,1.0384428346294008,0.9161575805711966,0.09879568109590177,0.1108846216501537,0.8891153783498462
54.05405405405405,0.9920894995952133,1.0144802746141675,0.17296733538541198,0.2444339626440146,0.7555660373559854
57.05705705705705,1.0077192171496407,1.0621240556123164,0.039929922801827535,0.3090182571941038,0.6909817428058962
60.06006006006005,0.9131800002719616,1.0116463678481726,0.0914893848450812,0.3558201686534953,0.6441798313465047
63.06306306306306,1.0061301295517067,0.9599982565118989,0.10850929408414117,0.2869581883768257,0.7130418116231743
66.06606606606606,1.0454921083447415,0.9958485990427258,0.16061363595932981,0.303784186833745,0.696215813166255
69.06906906906906,0.9704474827105167,1.0349077135811873,0.12803100217174695,0.3962166898140511,0.6037833101859489
72.07207207207207,0.9773642591626532,0.955935203378826,0.16801793752250246,0.2591243855265668,0.7408756144734332
75.07507507507508,1.029230605379373,0.9405520176681444,0.21374195768398208,0.3471957541614379,0.6528042458385621
78.07807807807808,0.9662210268089981,0.9721462383442435,0.13618663772509704,0.3900706562479539,0.6099293437520461
81.08108108108108,1.0450885588135779,0.8971126044758772,0.25457436855021576,0.4168522731255685,0.5831477268744315
84.08408408408408,0.978702582810424,0.9680128397125232,0.17956762992043895,0.3826539635883763,0.6173460364116237
87.08708708708708,1.0100372076208843,0.9455680104728028,0.28808027096775096,0.4235272953406614,0.5764727046593385
90.09009009009009,0.9359635256054823,1.0237541764275688,0.17730345497659117,0.3109547291012532,0.6890452708987468
93.09309309309307,0.9782297612350342,0.9535307766580992,0.1008239357682471,0.4159263753077819,0.584073624692218
96.09609609609608,1.0334637516970806,0.9524299018478287,0.18184856117222153,0.484880741595975,0.515119258404025
99.09909909909908,0.8796370933864042,0.9178978651371008,0.2669998896986733,0.4263529117583925,0.5736470882416074
102.1021021021021,1.014090296830274,0.9818845976690823,0.25368044141555873,0.4915719395725625,0.5084280604274375
105.1051051051051,0.834784806957576,0.9286176519103665,0.31723706270570556,0.524011310300402,0.4759886896995979
108.1081081081081,0.9292788203718229,0.9269111339473036,0.29178887885698584,0.4974720827907252,0.5025279172092748
111.1111111111111,0.9637694974902182,0.9422682047611501,0.3186224256763818,0.535938574321694,0.464061425678306
114.1141141141141,0.8991965743120242,1.0478061984177087,0.26910297691856466,0.4919756965246232,0.5080243034753767
117.1171171171171,0.9392965715259498,0.9354357646948892,0.33469047721623263,0.5423569334200726,0.4576430665799273
120.1201201201201,0.9841101651929846,0.9781302643640483,0.18615038054185587,0.5956488770714881,0.4043511229285119
123.12312312312312,0.9314588912587758,0.9589369652076853,0.329412636041488,0.5853098794617779,0.4146901205382221
126.12612612612612,0.8144030039336598,0.8578584771939052,0.2747270055661551,0.560327644177475,0.4396723558225249
129.12912912912913,0.9489815260463084,0.9616526075776414,0.38818226105127535,0.6129250686704235,0.3870749313295765
132.1321321321321,0.9560914912027174,1.0094075028201095,0.3172273211802428,0.649369124452555,0.350630875547445
135.13513513513513,0.9061559773738134,0.976312855872792,0.342704321370239,0.5229276148108384,0.4770723851891616
138.13813813813812,0.8947553156240867,0.929045458605577,0.22394504638991733,0.695023426039019,0.304976573960981
141.14114114114113,0.8936971556016117,1.0331511189091098,0.37231561927867207,0.6317584048074781,0.3682415951925218
