Depth,SeismicImpedance,InstantaneousFrequency,Amplitude
0.0,1.0664606086324593,0.009511709001642298,1.0483023013781738
3.003003003003003,0.9614482276678935,-0.03323409696843929,1.0882936437473212
6.006006006006006,0.9839855881114382,0.1012556454152603,1.0288538832460792
9.00900900900901,0.9500086132004693,0.01474353175256362,0.9328234677376954
12.012012012012011,0.9456576919044631,0.0019457899731146998,0.9723984656866967
15.015015015015013,0.9268120936923653,0.058713751339183315,1.0265806902073256
18.01801801801802,1.0264177792689975,-0.011716743079818862,1.0583180164905295
21.02102102102102,1.0123321912852914,0.071464416655547,0.8771539548108845
24.024024024024023,0.9154750918658447,-0.058689984120329726,0.9704898887747061
27.027027027027025,1.0069228917411268,0.0392929488825096,1.006462741074992
30.030030030030026,1.0289344069093103,0.06490633914039673,1.0098263673828403
33.03303303303303,1.088407640801213,0.036567408639501364,1.0751090526355656
36.03603603603604,1.0408711687805572,0.06831201588576741,1.0498613573397328
39.03903903903904,0.9967455757956937,0.02390348818607782,0.9657179339533984
42.04204204204204,0.9661381650334551,0.11219971220980816,0.9945146304149988
45.04504504504504,1.0312600551935545,-0.008674337452619238,0.990383353165378
48.048048048048045,1.0598729876047321,0.08649119947697709,0.9376983687709
51.05105105105105,1.0384428346293986,0.098795681095897,0.9161575805711945
54.05405405405405,0.99208949959522,0.1729673353854175,1.0144802746141706
57.05705705705705,1.0077192171496352,0.03992992280182593,1.062124055612313
60.06006006006005,0.9131800002719701,0.09148938484508462,1.0116463678481766
63.06306306306306,1.0061301295517036,0.10850929408413745,0.959998256511896
66.06606606606606,1.045492108344741,0.16061363595933525,0.995848599042723
69.06906906906906,0.9704474827105171,0.12803100217174201,1.0349077135811902
72.07207207207207,0.9773642591626616,0.168017937522504,0.9559352033788301
75.07507507507508,1.0292306053793687,0.2137419576839801,0.940552017668141
78.07807807807808,0.9662210268090042,0.1361866377251025,0.9721462383442464
81.08108108108108,1.045088558813579,0.2545743685502122,0.8971126044758763
84.08408408408408,0.9787025828104277,0.1795676299204439,0.9680128397125246
87.08708708708708,1.0100372076208808,0.28808027096774974,0.9455680104728019
90.09009009009009,0.9359635256054862,0.17730345497659264,1.023754176427569
93.09309309309309,0.9782297612350266,0.10082393576824164,0.9535307766580932
96.09609609609609,1.0334637516970848,0.18184856117222606,0.9524299018478327
99.09909909909909,0.8796370933864017,0.2669998896986685,0.9178978651371006
102.1021021021021,1.0140902968302818,0.2536804414155626,0.9818845976690893
105.1051051051051,0.8347848069575677,0.31723706270570473,0.9286176519103612
108.1081081081081,0.9292788203718308,0.29178887885699156,0.926911133947309
111.1111111111111,0.9637694974902111,0.3186224256763766,0.9422682047611458
114.1141141141141,0.8991965743120306,0.26910297691857016,1.047806198417712
117.1171171171171,0.9392965715259423,0.3346904772162264,0.9354357646948841
120.1201201201201,0.9841101651929951,0.18615038054185812,0.9781302643640553
123.12312312312312,0.9314588912587713,0.32941263604148396,0.9589369652076825
126.12612612612612,0.8144030039336675,0.27472700556616025,0.857858477193907
129.12912912912913,0.9489815260463013,0.38818226105126946,0.9616526075776355
132.1321321321321,0.9560914912027211,0.3172273211802483,1.0094075028201086
135.13513513513513,0.9061559773738078,0.34270432137023776,0.9763128558727904
138.13813813813812,0.8947553156240872,0.22394504638991725,0.9290454586055743
141.14114114114113,0.8936971556016188,0.3723156192786714,1.0331511189091194
144.14414414414415,0.8053353015648946,0.3613015777302961,0.9472843886389071
147.14714714714714,0.8624838854362643,0.31933662391980017,0.9730371192293272
150.15015015015015,0.9623911345317844,0.2725497084305251,0.9813753319989834
153.15315315315314,0.9255616620750273,0.3127667412885967,0.9162435301586356
156.15615615615616,0.9023506045119559,0.41939883837656733,0.8394761750268889
159.15915915915915,0.8407393197194482,0.33893025266253657,0.9948788914004857
162.16216216216216,0.8407835637110301,0.4111445868548146,0.9198807913142697
165.16516516516515,0.8823433552977055,0.38691637209733704,0.9380847912769497
168.16816816816817,0.8523966638261872,0.3214613952204563,0.9294072625609883
171.17117117117115,0.843431286403562,0.37606701309437174,1.0640671641529902
174.17417417417417,0.8091961665730603,0.42289675616886646,0.9269012822422873
177.17717717717716,0.8555708469855691,0.5132948959227741,0.952837601788087
180.18018018018017,0.7893987536155876,0.40756571132401287,0.9614808590545636
183.18318318318316,0.8074480176527913,0.4269386532694938,0.9084264269131298
186.18618618618618,0.8563736593058541,0.4979423097951024,0.9211709610537385
189.18918918918916,0.7135382201074618,0.4410351931888007,0.8721681782069995
192.19219219219218,0.8227482599516095,0.4783036394195322,0.940680408871302
195.1951951951952,0.7422310982972504,0.4838975963003742,0.8847220658755118
198.19819819819818,0.6607440569238263,0.5774281384685791,0.9506930329641085
201.2012012012012,0.7221588404516247,0.5118490417125799,0.9549583391102469
204.2042042042042,0.7193069383924844,0.44228732113735414,0.9163844611935885
207.2072072072072,0.8173713943069854,0.4742772796206406,0.8887006866942679
210.2102102102102,0.8136034531684724,0.4974147842011071,0.864265919806122
213.2132132132132,0.8692063877610431,0.6036478714919744,0.8554709864296299
216.2162162162162,0.7304051059789073,0.51036554540376,0.9342142626080465
219.2192192192192,0.7279980176647002,0.6449534671915161,0.9946914064945106
222.2222222222222,0.7305975402033169,0.5182465095670684,0.8983179609424926
225.22522522522522,0.8092423054795193,0.5712413640375454,0.9632170332945924
228.2282282282282,0.7585471964542077,0.5192556650525454,0.9469790837998053
231.23123123123122,0.7188470139752315,0.49388136532297916,0.8733250280171057
234.2342342342342,0.6677404683013182,0.5198685593653629,0.8858822856791467
237.23723723723722,0.8023542131216184,0.6346330646351626,0.9700923291739677
240.2402402402402,0.6146220951149243,0.5951600088857202,0.8322359361385906
243.24324324324323,0.6771592302938525,0.5491737569241045,0.8252897178400105
246.24624624624624,0.6734172747697097,0.6008231927685481,0.8725401107263075
249.24924924924923,0.7071864117387946,0.5407309427107481,0.8493647424072105
252.25225225225225,0.601441857684093,0.5116615460562884,0.7788711469867281
255.25525525525524,0.7270329314311412,0.6323186069763266,0.8295133254633246
258.25825825825825,0.6453586969373245,0.6237397823018996,0.8334288951500567
261.26126126126127,0.5954967115487572,0.6745989007163717,0.736101063898025
264.2642642642642,0.6017495287572152,0.6453651194752956,0.887289562095596
267.26726726726724,0.6262774173782648,0.7068994829056159,0.8140071113917556
270.27027027027026,0.5919236031572563,0.5612541214017356,0.9095223434207059
273.2732732732733,0.6565816330688774,0.6026736208380081,0.8026963141403927
276.27627627627623,0.5565712006913872,0.6480928603562011,0.8169924638047267
279.27927927927925,0.6182554426402928,0.6756293445508578,0.9045497158418534
282.28228228228227,0.6877401246702255,0.5544123835240421,0.8722167922076474
285.2852852852853,0.5962303272191621,0.7305074436487052,0.8400997493081332
288.2882882882883,0.6226956068532677,0.7075302332974971,0.7599036535331422
291.29129129129126,0.6081151296483069,0.6549189085613927,0.7836906305434694
294.2942942942943,0.46280856200331816,0.6675954026952133,0.8884095052537321
297.2972972972973,0.6093983015626404,0.6185402251158463,0.8109891324787623
300.3003003003003,0.5330339832620791,0.7392547769561353,0.7524159732536849
303.30330330330327,0.5730896157253249,0.684173958418384,0.8432124046029235
306.3063063063063,0.5777223611858326,0.6549596909199729,0.7928632840315786
309.3093093093093,0.5372939297829665,0.7328754376597129,0.7836840814814763
312.3123123123123,0.5155811810234793,0.6235426660847054,0.866455774684871
315.3153153153153,0.43252193601465694,0.7224684815342487,0.8255723727189311
318.3183183183183,0.5285416397251694,0.7235313712026787,0.7941263092481754
321.3213213213213,0.48385953919968505,0.765274367727762,0.7782715722161329
324.3243243243243,0.4941556686998651,0.7316705567700375,0.7904032232985445
327.3273273273273,0.5110487605749998,0.7114108635020749,0.8297419216790572
330.3303303303303,0.3966765163178689,0.7297807702087542,0.7760332968727327
333.3333333333333,0.4933088721827598,0.8036293144243917,0.8090362740235861
336.33633633633633,0.5041376791202523,0.7381583182292585,0.8143197966349639
339.33933933933935,0.406531918427321,0.764161735381288,0.7941118877500347
342.3423423423423,0.3287619380900697,0.6114518679581622,0.7185752054930817
345.3453453453453,0.5127736794655464,0.7671248328701694,0.786692709577814
348.34834834834834,0.4317491559196076,0.7918400975080361,0.8472161840834797
351.35135135135135,0.4136406614246771,0.7163425820069715,0.8597700266135195
354.3543543543543,0.38021615153460897,0.7814381369383908,0.6909762104202617
357.35735735735733,0.3396534895340839,0.7587106630109788,0.7290939588439105
360.36036036036035,0.32847730419420734,0.7117893882542883,0.7531498575720436
363.36336336336336,0.3585253891601968,0.7485667212607896,0.7133246010526179
366.3663663663663,0.34594671062551163,0.9156791981451362,0.7657589858568796
369.36936936936934,0.31538498600653736,0.7543162705326869,0.8307557416159217
372.37237237237235,0.27863033559458444,0.7376594197905095,0.7565675039157953
375.37537537537537,0.3216386173485057,0.807564212304682,0.8900761993977837
378.37837837837833,0.2468600425772765,0.7417818021603836,0.7140891073385561
381.38138138138135,0.213162048336206,0.8471737478032922,0.6536109586671893
384.38438438438436,0.2135700244581391,0.8499735090822346,0.7490083612778703
387.3873873873874,0.1925678871346156,0.7957895418314969,0.7427441808297703
390.3903903903904,0.2947606378013998,0.7905904573498259,0.6055770983146369
393.39339339339335,0.21702657654599578,0.8602748456445521,0.7048690422073709
396.39639639639637,0.28363191429284235,0.8540231095632015,0.6489807783737813
399.3993993993994,0.25442513546227313,0.8371507146031025,0.7001670150571849
402.4024024024024,0.3126353727978209,0.8199832721301535,0.7004104783635261
405.40540540540536,0.25234847256027904,0.8301434023865746,0.746470524244196
408.4084084084084,0.24494482184704103,0.759589763163,0.6267818500806752
411.4114114114114,0.16866734713363862,0.9003520588549313,0.6802300046951939
414.4144144144144,0.09739718550985707,0.9548275569345667,0.7261292583861301
417.41741741741737,0.20857954165677983,0.8357474006627201,0.6500046224572456
420.4204204204204,0.2252636088497655,0.8343335844233184,0.7476461104844137
423.4234234234234,0.13663183197231332,0.8387347540889233,0.6952066230134718
426.4264264264264,0.1211900564443248,0.9117416025377997,0.5500137807535522
429.4294294294294,0.11757578844631056,0.9359228009584822,0.7448792839479378
432.4324324324324,0.09220180884696436,0.8687677648142229,0.6005818039175312
435.4354354354354,0.1763268902778155,0.8159158092151578,0.7064952200230732
438.4384384384384,0.10039403732667072,0.9047389213730507,0.6276320909831823
441.44144144144144,0.1358750282611707,0.8793974546415422,0.5981223717605859
444.4444444444444,0.10467437834934337,0.8780110892485405,0.6037581456489037
447.4474474474474,0.03394916939253233,0.9004013829106353,0.5864240916668182
450.45045045045043,0.16330901383674262,0.9659462608712918,0.6517188674428995
453.45345345345345,0.047930626963462425,0.9140742777504012,0.6694232992798478
456.4564564564564,0.008992122053023015,0.8854247617005193,0.637292850649846
