Depth (m),Sand Fraction,Water Saturation,Interpolated Impedance,Interpolated Amplitude,Interpolated Frequency
0.0,0.0,1.0,1.3107461432759333,1.3935324656531067,-0.1100012816324979
3.003003003003003,0.05488653451173657,1.0,0.9759375493767007,1.5233867423251992,-0.1721924581712471
6.006006006006006,0.085308685669631,0.990654759964586,1.047792904821389,1.3303822906565324,0.02347762270384008
9.00900900900901,0.1912517442493376,0.860585803696351,0.9394648858735368,1.0185657972451494,-0.10238946557386042
12.012012012012011,0.14925327072766487,0.9121483854176744,0.9255929421283732,1.1470681787238808,-0.12100899093409159
15.015015015015011,0.08440070767964412,0.9917695073681008,0.8655079485245408,1.323001097120734,-0.03841688097284431
18.01801801801802,0.17077150258969007,0.8857299112245232,1.183078498072721,1.4260540906904247,-0.14088670725686944
21.02102102102102,0.10013387287315575,0.972453504951801,1.1381697371842527,0.8378035645831284,-0.019865847492936423
24.024024024024023,0.2193947039596838,0.8260339845880731,0.8293624425783827,1.1408709155239618,-0.20922840908821824
27.027027027027025,0.16824479208604703,0.8888320172275661,1.1209233900609343,1.2576769149867415,-0.06667234432643951
30.030030030030023,0.1957239090698748,0.8550952145226474,1.1911022049335918,1.2685988104602306,-0.029407241022526977
33.03303303303303,0.2656095006480625,0.7692949169229308,1.3807193684631862,1.4805755876950215,-0.0706377521733499
36.03603603603604,0.17124275827207214,0.8851513387766001,1.2291599122354688,1.3985948134560597,-0.024452297750349093
39.03903903903904,0.17877983338110298,0.8758978821944554,1.088475284322734,1.1253760932718844,-0.08906257993640697
42.04204204204204,0.2238904216253786,0.8205144789942862,0.9908903703718306,1.2188806862172505,0.039400223170143814
45.04504504504504,0.301887787025504,0.7247551527555236,1.1985170166424814,1.2054661822971746,-0.1364602897132005
48.048048048048045,0.2096226916617034,0.8380313297400672,1.289742980475741,1.0343948919944883,0.001996725502195215
51.05105105105105,0.16801399032644015,0.8891153783498462,1.2214177095047236,0.9644506664468853,0.019898603153452037
54.05405405405405,0.2767918729367671,0.7555660373559854,1.0736304221126414,1.2837103251387025,0.12781146948984648
57.05705705705705,0.329396721143119,0.6909817428058962,1.1234622963104661,1.4384125269885513,-0.06574560644964055
60.06006006006005,0.36751755942492403,0.6441798313465047,0.8220450540727882,1.2745084606486938,0.009268620874084185
63.06306306306306,0.311428473914614,0.7130418116231743,1.1183958443420408,1.1068039590807313,0.034031007642529074
