Sand Fraction,Water Saturation
0.06026620511768965,0.9352223485058366
0.09002510654664059,0.9351943365242286
0.11777945676585994,0.9288566676956985
0.13598791991603926,0.9234186521346722
0.13949028588767381,0.9260185766837509
0.13265084757047418,0.9343985276928372
0.12618313085265204,0.939846914575134
0.14183078950317063,0.9210501646387137
0.1790689454545592,0.8762212935741507
0.20915529851241776,0.8377871496415912
0.21830928495450425,0.8262598767015723
0.2186477629172977,0.826979607316541
0.22409142504147056,0.8216373337137415
0.2337641322146179,0.8098477832855316
0.24208298101792003,0.7980307146152467
0.24236595835862262,0.7961421692544038
0.23213168490743835,0.8089209449110931
0.22659106064869422,0.8171120171394136
0.24121309023096105,0.800596299423662
0.2748069176461733,0.7597922791229138
0.3206109557726132,0.7024038017021814
0.3619359405425271,0.6500235661989767
0.3721486014498613,0.636710197385593
0.35503190325430173,0.6585072390715125
0.3301094960435313,0.6912022317472696
0.3336871517536302,0.6876261623316984
0.3632920313460767,0.6502485682922429
0.4019256009526126,0.6006186105035882
0.41854636400785766,0.5797177605678875
0.3907298718841875,0.6164190251978221
0.3672404961608556,0.6454310213586906
0.3901236597202169,0.614682095985482
0.43283002740669896,0.5615653440593797
0.46063812772488444,0.5313799781908009
0.47353547372209703,0.5169689023442495
0.48406752028649774,0.50224317122027
0.4982847954714152,0.48248808953101147
0.4995515651106808,0.48222297624756383
0.4961353083153802,0.48711406139122176
0.5082011105293157,0.47144324512337366
0.5332494148569723,0.4397274899760666
0.5611717370405584,0.4056174458763932
0.5767901025246345,0.3871591425594294
0.5698965166138542,0.3960348831814702
0.5552323943508929,0.4140766847757041
0.5561267923770198,0.4126308368628497
0.5930935564681987,0.36674918515068605
0.6383738960456962,0.31235163347283684
0.6543818037660724,0.2931712615078763
0.6394497067959757,0.31052372707576736
0.6070236552112052,0.34900936474484057
0.589308256808069,0.3724441119147302
0.6081225939110548,0.35055148291920524
0.6639319124013955,0.2796684403315074
0.6972252745028867,0.2383247394935979
0.6850725004208204,0.2562356680219844
0.6693195829265972,0.27518743232145926
0.6663021766219887,0.27689753117665555
0.6787439071192597,0.26160047075796583
0.697813643695975,0.23952617121802217
0.7151831261090364,0.2183682697019932
0.72187722847176,0.20813264709397994
0.710095040562393,0.22264958373010046
0.6986873061810231,0.2378424489632377
0.7084590946364546,0.22600520582721528
0.749020454525401,0.17537110367890607
0.7929684291149803,0.12114364041653763
0.8078676773947531,0.10389802618497274
0.7869787956574714,0.12946264088880272
0.7636604614220279,0.15766426091914248
0.7747017385175763,0.1444795819630949
0.820008594678054,0.0887018812948221
0.8438945494649874,0.058867036637162196
0.8280763013830437,0.07914839644900812
0.8215279616487288,0.0869282396421806
0.839829063112193,0.06355664259431787
0.8604168423711125,0.038501560468566454
0.874425112536271,0.022278041506753832
0.8784757553577103,0.018078243698973817
0.8691906525854723,0.029094325035320556
0.8450513778101775,0.05729599230621768
0.8138767244179546,0.09604758842063782
0.7929389873682982,0.12262876875680162
0.7971025944996553,0.11655188944934436
0.8240066954335017,0.08112234598964202
0.8639667495333387,0.03136100906028211
0.8906709725936236,0.008039380885163927
0.8719615072429285,0.04320938295683274
0.8362515817812284,0.07708910301889232
0.8268631992473778,0.07325203830919286
0.8398651807580391,0.0684578506631996
0.8757877214151932,0.03496810505836073
0.8969008301900798,-0.0019695071800634456
0.8746216060449328,0.018929248606172122
0.872323972569806,0.038343133953546826
0.9071357347829785,0.017723832196010425
0.9290786849284953,-0.004293661202670496
0.9286078955718584,-0.013003146282887734
0.9104952864794178,-0.00516313522725087
0.8865292427072007,0.015411581955550702
0.8876504008732625,0.023225541151089657
0.9118008469639642,0.014599576362349154
0.9305667472303334,0.007259169136647203
0.9202956229595262,0.006789921748932004
0.8938227257218732,0.014215452738531809
0.8736081862054592,0.02697042949432782
0.8749612036457456,0.03285101391974493
0.879237267894802,0.034258850741306135
0.8706593380646633,0.04002904003275615
0.8524817271278524,0.05402492120913499
0.8422085161927826,0.06191548405086983
0.8439721594382976,0.058786960063673455
0.8555384264432069,0.04572148048535396
0.866401801047481,0.032887891072567954
0.8686739633085918,0.029254367129517733
0.8708482011029113,0.030609008885906674
0.8766689687992586,0.032120059121618305
0.8875222579765116,0.029725908333458284
0.901474901551115,0.02239648802841987
0.9033170977897802,0.020477364653305186
0.8830724924443318,0.03024629783055033
0.8625183361895341,0.0399900218799355
0.8604285802726847,0.03545060316529708
0.8740578644911734,0.020735848541176494
0.8647766555597252,0.03280831893966696
0.8395529978650096,0.06428059601222608
0.8245624246045452,0.08621875025477299
0.8469416309646649,0.06137321283207681
0.8716206284503377,0.029052498323245524
0.8674667717892517,0.031230385250866577
0.8238913680430147,0.08494128951677637
0.7870690740597409,0.13080985107412157
0.7955209032451082,0.11804552928953765
0.8368082837101969,0.06677794143140953
0.8580595533025652,0.044203420758279044
0.8443336811229635,0.06096617021309725
0.811334006843371,0.09897636434595469
0.782450951092645,0.13373270874599635
0.7851818100056495,0.13269147195719966
0.8056463219664088,0.1059311319590191
0.7783847017912374,0.13891115987036595
0.7253020450567199,0.20610757250567963
0.7279977045819153,0.20106965487498019
0.7641176486507659,0.15678297517880024
0.7737211204996155,0.14695129454885897
0.7525660326486378,0.17308420809295366
0.7227630855390974,0.20656075619542458
0.701138628421042,0.23307423211801193
0.6995086706080911,0.23677826930779927
0.7116986243346763,0.2220300271013847
0.7052087152346731,0.22892525719232848
0.6689275617804686,0.2736481368328685
0.6293272058052155,0.32292230867136873
0.6146701792802618,0.34088948572308064
0.6256366782752505,0.32759375535693613
0.6474788543814166,0.3009990467889041
0.6642626746503262,0.2801172596821128
0.6668889958780406,0.27591976391869966
0.6572611599217064,0.2872732465839206
0.6407265834120707,0.30856335929187556
0.6264956352743196,0.3270191321471163
0.6189068049237388,0.33572603946826474
0.6007517438326673,0.3567481699327461
0.564175045099674,0.4023706996012611
0.5322611336445914,0.4426357555541043
0.5223779527459274,0.45424675721217916
0.5344746737758336,0.4384578783394507
0.5507391160380558,0.4179598719991965
0.5575219672765683,0.4095378060791408
0.5515523641957534,0.4171048432601214
0.5317716710581801,0.44185812894378357
0.503893441538649,0.47685236144980075
0.4943862286193598,0.4892171706917335
0.49866264691620527,0.48227455488878773
0.471976958730571,0.5156229347943164
0.430056626292456,0.5689813823708675
0.4226157834245675,0.5752172197480685
0.4439447643935131,0.5465031298690568
0.4680643260123176,0.5183699545596894
0.4732647915177441,0.5171959253256236
0.4575196681102479,0.5374087251932355
0.4195824985839985,0.5808455352117522
0.37329410511601413,0.6350797941384921
0.35288402239404576,0.6635791547625642
0.3801271123001614,0.629509741729854
0.38384698651348215,0.621653403135314
0.34243482737010117,0.6766426948129263
0.35322263122531855,0.6626502538189207
0.39246212376165657,0.6109492848533452
0.36942500444983967,0.6434053140741646
0.3294261373859572,0.6924785505374388
0.32022775057128844,0.6980540562370732
0.3195868999968342,0.6959218895352548
0.29850777786831195,0.7279521895530482
0.2656834568611358,0.7750034435216782
0.2361038851560714,0.8101377935321479
0.21295658038259663,0.8342641790046172
0.19708843422045247,0.8507856875670534
0.18484596319245983,0.8676968966021703
0.18194448549071252,0.8749440928898067
0.19293146269300215,0.863052737183306
0.2063030553249735,0.845868753107645
0.20654259864923447,0.8430681800057064
0.1788450962302089,0.8745495242470047
0.12354184913023786,0.9438181405046975
0.08699134279751236,0.9898837747582436
