Sand Fraction,Water Saturation
0.694939629590268,0.24577637623055465
0.6954533335990206,0.24513890527377594
0.6959473716965886,0.2445253759293787
0.6964216071411533,0.24393595875483615
0.6968759091047838,0.24337081711113406
0.697310152715384,0.24283010711031675
0.6977242190966717,0.24231397756542933
0.698117995406176,0.24182256994287246
0.698491374871239,0.2413560183171861
0.698844256823012,0.24091444932827702
0.6991765467284312,0.24049798214110593
0.6994881562201662,0.24010672840784625
0.6997790031245275,0.23974079223252828
0.700049011487326,0.2394002701381803
0.7002981115976742,0.2390852510364785
0.700526240009723,0.23879581619991422
0.7007333395623243,0.23853203923648986
0.7009193593966156,0.2382939860669506
0.7010842549715176,0.23808171490455987
0.7012279880771431,0.23789527623742554
0.7013505268461104,0.2377347128133825
0.7014518457627573,0.23760005962743647
0.7015319256702558,0.23749134391177332
0.7015907537756199,0.237408585128337
0.7016283236526112,0.2373517949639789
0.7016446352425362,0.23732097732817867
0.7016396948529392,0.23731612835333873
0.7016135151541877,0.23733723639765164
0.7015661151739546,0.23738428205053777
0.7014975202895999,0.23745723814065361
0.7014077622184496,0.2375560697464654
0.7012968790059821,0.2376807342093856
0.7011649150119216,0.23783118114946716
0.7010119208942457,0.23800735248364946
0.700837953591111,0.23820918244654984
0.7006430763007064,0.23843659761379404
0.7004273584590367,0.2386895169278752
0.7001908757156485,0.23896785172653473
0.6999337099073055,0.23927150577365341
0.6996559490296201,0.23960037529264241
0.6993576872066564,0.23995434900232268
0.6990390246585083,0.24033330815527978
0.698700067666872,0.24073712657868068
0.6983409285386183,0.24116567071753894
0.6979617255673808,0.2416187996804121
0.6975625829931716,0.24209636528751652
0.6971436309600423,0.2425982121212415
0.6967050054717987,0.2431241775790464
0.6962468483457908,0.2436740919287217
0.6957693071647912,0.24424777836599454
0.6952725352269781,0.2448450530744591
0.6947566914940423,0.24546572528781133
0.6942219405374345,0.24610959735436505
0.6936684524827726,0.24677646480382853
0.693096402952429,0.24746611641631808
0.6925059730063138,0.24817833429358283
0.6918973490808802,0.24891289393241967
0.6912707229263707,0.24966956430024856
0.6906262915423227,0.2504481079128261
0.6899642571113616,0.2512482809140668
0.6892848269313008,0.25206983315794734
0.6885882133455717,0.2529125082924635
0.6878746336720107,0.2537760438456116
0.6871443101300245,0.2546601713133646
0.6863974697661614,0.2555646162496123
0.6856343443781132,0.2564890983580337
0.6848551704371739,0.25743333158587217
0.6840601890091826,0.2583970242195776
0.6832496456739781,0.25937987898228565
0.6824237904433911,0.26038159313309817
0.6815828776778056,0.2614018585681316
0.6807271660013148,0.2624403619232983
0.6798569182155042,0.2634967846787852
0.6789724012118888,0.26457080326519317
0.6780738858830357,0.26566208917130185
0.6771616470324039,0.2667703090534209
0.6762359632829305,0.26789512484629197
0.6752971169843958,0.269036193875501
0.6743453941195994,0.2701931689713643
0.6733810842093796,0.271365698584247
0.6724044802165072,0.27255342690127593
0.6714158784484907,0.2737559939644053
0.6704155784593215,0.2749730357897957
0.6694038829501966,0.2762041844884642
0.6683810976692516,0.2774490683881647
0.6673475313103382,0.2787073121564567
0.6663034954108821,0.2799785369249194
0.6652493042488556,0.2812623604144688
0.6641852747389003,0.282558397061735
0.6631117263276359,0.2838662581464557
0.6620289808881915,0.28518555191984235
0.6609373626139954,0.28651588373387465
0.6598371979118582,0.28785685617147955
0.65872881529439,0.2892080691775485
0.6576125452717835,0.29056912019075065
0.6564887202430052,0.29193960427609317
0.6553576743864272,0.2933191142581868
0.654219743549942,0.2947072408551677
0.653075265140593,0.29610357281323235
0.6519245780137642,0.2975076970417373
0.6507680223619609,0.2989191987488181
0.6496059396032245,0.3003376615774823
0.6484386722692179,0.3017626677421269
0.6472665638930187,0.30319379816543596
0.64608995889666,0.30463063261561163
0.6449092024784573,0.3060727498438885
0.6437246405001598,0.30751972772228847
0.6425366193739643,0.3089711433815659
0.6413454859494309,0.3104265733492963
0.6401515874003386,0.3118855936880633
0.6389552711115203,0.3133477801336935
0.6377568845657154,0.3148127082334953
0.6365567752304785,0.31627995348445104
0.6353552904451829,0.3177490914713188
