Latitude,Longitude,Depth (m),Seismic Amplitude,Instantaneous Frequency,Impedance
0,0,0.0,-2861.7113368160863,94.42959320883456,7649.01424590337
0,0,1.0003334444814937,-1275.5725770644938,96.85534916575587,7459.020876370885
0,0,2.0006668889629875,-590.398797295851,95.30970575101841,7695.3068948746895
0,0,3.0010003334444812,2876.544801842343,97.29003090962875,7958.40945708913
0,0,4.001333777925975,894.8456895469914,98.9692617842233,7431.754654471962
0,0,5.001667222407469,-1928.205165386892,104.23578910388099,7432.25974652645
0,0,6.0020006668889625,819.0709312292854,98.45422481314039,7976.764844985662
0,0,7.002334111370456,-2215.942429373592,92.14189480726574,7733.731585801558
0,0,8.00266755585195,1744.044564711217,105.78036590803431,7363.15901799744
0,0,9.003001000333445,-571.6875661940315,95.90457934192813,7667.269513575956
0,0,10.003334444814937,9.533178846845736,99.806431208925,7365.976359378668
0,0,11.00366788929643,2153.6667315119344,102.34271921359652,7365.78290787357
0,0,12.004001333777925,-1750.7934214709837,101.11809210535169,7578.5906821367
0,0,13.00433477825942,-1900.7496768469532,105.60094108538996,6932.51809399179
0,0,14.004668222740912,-665.5005957096045,102.5350623991912,6989.526984357461
0,0,15.005001667222405,1782.4322123762922,95.84350211818668,7338.81624206132
0,0,16.0053351117039,-2039.1952606663078,111.05286422107535,7204.1533314555245
0,0,17.005668556185395,-3993.455627498129,101.14172400225303,7602.777034056675
0,0,18.00600200066689,-407.0129745063795,99.44335888689913,7236.595778343971
0,0,19.00633544514838,1112.277308796462,105.00969046972934,7085.812057321987
0,0,20.006668889629875,2099.9924079766024,101.44732141854666,7949.6979651212805
0,0,21.00700233411137,-380.21608029624946,102.20621098803775,7442.770611021096
0,0,22.00733577859286,-287.6956367560531,112.68099335078936,7531.262129295674
0,0,23.007669223074355,2075.205444804522,98.8544695509555,7084.0793787475
0,0,24.00800266755585,-2445.356751202016,98.65127555658857,7348.689183976223
0,0,25.008336112037345,-208.63289687999887,100.8329759211827,7545.7809449689785
0,0,26.00866955651884,674.6672084094433,105.61766637347039,7167.706261551569
0,0,27.00900300100033,1077.7328308256012,92.73741987905801,7626.213907004201
0,0,28.009336445481825,-345.9420198448516,90.4523139070723,7333.8130612470995
0,0,29.00966988996332,485.2823323820396,97.35452034579889,7426.996710006999
0,0,30.01000333444481,-3284.028268142786,92.13048523804801,7334.493017998403
0,0,31.010336778926305,-524.0791283944326,98.18594663016107,8071.188623742145
0,0,32.0106702234078,1158.3756970291713,102.83260518288054,7511.956167690324
0,0,33.01100366788929,-980.5212458567186,95.87636571891757,7199.192223147174
0,0,34.01133711237079,596.1909840486567,93.20598048721699,7763.769142187142
0,0,35.01167055685228,1192.8055477013108,100.69680251414526,7151.252740287119
0,0,36.01200400133378,23.442068938321096,104.6728374630892,7580.665080502094
0,0,37.01233744581527,807.7171598698834,91.89525618187508,6930.605131558975
0,0,38.01267089029676,-877.3355211155886,104.48128870043288,7120.55052077562
0,0,39.01300433477826,271.57405219917035,104.47666106203941,7578.5648729281265
0,0,40.01333777925975,1511.5283241186532,105.17055888857574,7741.546642888253
0,0,41.01367122374124,846.3616941666949,106.50253778659585,7571.917319968862
0,0,42.01400466822274,-254.2117513638903,111.4302096699803,7486.312517617639
0,0,43.01433811270423,976.5770096583386,98.64968313803176,7431.176060379566
0,0,44.01467155718572,1726.8183224643114,100.98800461596115,7078.450738668365
0,0,45.01500500166722,-2405.3734315468755,98.36795788377654,7306.554239982421
0,0,46.01533844614871,2422.7676839713486,100.47003760824055,7384.8160379351375
0,0,47.01567189063021,194.37546344675846,108.13452349708786,7840.6445038109905
0,0,48.0160053351117,1351.5759757049464,93.75508763369777,7627.093489538094
0,0,49.01633877959319,2523.777120304019,96.18491502696806,6995.596122780977
0,0,50.01667222407469,-1315.0563617862015,107.38607140476356,7622.233526930477
0,0,51.01700566855618,-307.1784440548092,105.61035259119602,7409.983818709384
0,0,52.01733911303768,338.6699541402607,98.70451515704498,7322.932069464731
0,0,53.01767255751917,-389.64664551487937,104.8021867311788,7710.01172293102
0,0,54.01800600200066,3402.859475488728,102.24625927248017,7836.308859749786
0,0,55.01833944648216,-470.25257811605263,108.05155643946976,7806.893205458101
0,0,56.01867289096365,-3.984041900661428,100.9327346980435,7276.24407947869
0,0,57.01900633544514,1150.3294922504913,105.69835063271736,7435.7457904123585
0,0,58.01933977992664,-945.0896344258033,113.79025295026236,7628.388699311033
0,0,59.01967322440813,278.9808292652261,103.58069250748142,7822.173374748912
0,0,60.02000666888962,1363.0272039352851,100.84684089566312,7386.257731980858
0,0,61.02034011337112,401.87993472192403,104.22243832723862,7474.8124770575405
0,0,62.02067355785261,775.390937937881,98.79380244455909,7199.109844577118
0,0,63.02100700233411,135.75084060896063,112.570048597647,7172.648516276966
0,0,64.0213404468156,-1327.7019306762313,101.54056859294806,7775.768416941667
0,0,65.0216738912971,1440.6242581368224,99.2855501377854,7939.382845516895
0,0,66.02200733577858,3604.8409848422552,96.48177504825762,7511.407967193789
0,0,67.02234078026008,1014.2264325907962,106.15632436583479,7834.571039757738
0,0,68.02267422474158,1338.6780893310456,105.0161638063861,7642.502144626661
0,0,69.02300766922306,2053.998936995408,98.20345821962177,7340.975577453074
0,0,70.02334111370456,-874.973439380418,103.58249013674916,7643.430352209377
0,0,71.02367455818606,3596.8760510906304,93.16745690451758,7996.9228072188835
0,0,72.02400800266756,1360.6529220460561,101.64509295539246,7525.264192268348
0,0,73.02434144714904,3518.9742929949534,102.99402517485495,8005.905267467777
0,0,74.02467489163054,-14.358129505080363,109.27689579671242,6751.088806218892
0,0,75.02500833611204,3826.259519214186,96.89615606971768,7784.083255480623
0,0,76.02534178059352,2275.8476505890008,94.36849027379432,7564.1267913617485
0,0,77.02567522507502,1956.5944661113676,96.29311694762553,7448.810632472778
0,0,78.02600866955652,1491.9627520655993,94.09741758512097,7566.541237295429
0,0,79.026342114038,781.9963345100431,107.4735502099353,6943.24249667675
0,0,80.0266755585195,2969.421051490935,108.54346323070538,7474.111771428006
0,0,81.027009003001,1392.9684356956568,102.41135297977416,7647.647275955024
0,0,82.02734244748248,-1754.4004376847904,106.92674815290056,7984.381884646195
0,0,83.02767589196398,-465.8300130794792,101.50006866182082,7386.032772463888
0,0,84.02800933644548,944.89634412219,100.36472185486062,7299.465923800266
0,0,85.02834278092696,1702.3481281248191,99.18509533254047,7391.987058315102
0,0,86.02867622540846,1166.1206466822055,99.30833180536627,7817.634973423326
0,0,87.02900966988996,3093.0819954983635,93.13128231515374,7642.1398377328505
0,0,88.02934311437144,-1648.4361911412066,102.20156724918041,7385.0866104270735
0,0,89.02967655885294,1507.1573271206064,100.6886272145183,7698.495068213434
0,0,90.03001000333444,-1421.6669141302796,104.62710372042272,7574.13826980608
0,0,91.03034344781594,2458.364214518354,101.37792091667121,7836.108668883775
0,0,92.03067689229742,1190.5685551543172,100.10678826107751,7335.399410282944
0,0,93.03101033677892,1975.099111817145,96.57434495332963,7448.216861189059
0,0,94.03134378126042,63.25357538701398,101.30107962192142,7429.383225950983
0,0,95.0316772257419,3291.635276706827,104.64150292633823,7108.461354173235
0,0,96.0320106702234,2948.3504044962033,95.24362515128293,7636.852088454485
0,0,97.0323441147049,2274.3707249929353,101.40769220955075,7626.832753711319
0,0,98.03267755918638,1218.0342626340878,102.14554153323928,7550.550375772331
0,0,99.03301100366788,2295.3165920961483,97.40000619194535,7479.14036548929
0,0,100.03334444814938,378.3766814336403,98.06105191994149,7125.40544960895
0,0,101.03367789263086,2735.197899403056,102.16339102275738,7424.323242116708
0,0,102.03401133711236,3939.1983090707963,95.353235021908,7448.202650710526
0,0,103.03434478159386,3083.968715490338,102.7799620240629,7310.833991624311
0,0,104.03467822607536,396.68810285574733,96.56357491396476,7503.631625613235
0,0,105.03501167055684,2046.219413440433,106.36461858187165,7673.73276287964
0,0,106.03534511503834,-422.6548754815352,112.74949217809187,8118.873442920678
0,0,107.03567855951984,2388.568957891784,96.7665727770861,7605.891183129312
0,0,108.03601200400132,2218.7763863739474,103.75139943191338,7631.283123218829
0,0,109.03634544848282,-1249.0040636948347,97.45665393007474,7532.1843979943915
0,0,110.03667889296432,-174.145060613511,106.30513765791859,6979.3869748567695
0,0,111.0370123374458,1156.5933804499239,94.78407807794838,7547.564343533957
0,0,112.0373457819273,1142.7435663359931,103.52330724995784,7574.087735873271
0,0,113.0376792264088,-207.49063192636962,96.76543195781733,8295.49147335879
0,0,114.03801267089028,2202.844254557093,100.10545718121706,7499.310716901108
0,0,115.03834611537178,2009.1974519439034,95.9952570854172,7647.98337575777
0,0,116.03867955985328,1353.1533917654333,105.2721391500773,7547.605808868354
0,0,117.03901300433476,523.3987494312743,96.98548835784541,7207.916095216307
0,0,118.03934644881626,3242.634144533785,103.9402147611473,7901.866517578915
0,0,119.03967989329776,4165.129812692061,99.46990665762131,7785.099749752681
