Depth (m),Sand Fraction,Water Saturation,Porosity
0.0,1.0,0.0,0.23452698176264553
1.0003334444814937,1.0,0.0,0.2565521791001047
2.0006668889629875,1.0,0.0,0.22400541206382418
3.0010003334444812,0.902575011814971,0.01217773728185799,0.19665634249482664
4.001333777925975,0.9918287364539745,0.003621842441574282,0.2513005801012706
5.001667222407469,0.9417144378486525,0.008508682319730995,0.24361220439670908
6.0020006668889625,0.9892694824587959,0.003849809413568039,0.23597905480995
7.002334111370456,1.0,0.0,0.22738010031749056
8.00266755585195,1.0,0.0,0.23432141801529086
9.003001000333445,1.0,0.0,0.2678218171387837
10.003334444814937,1.0,0.0,0.2679584183212813
11.00366788929643,0.9339831585876753,0.012444422908761325,0.24634588205139504
12.004001333777925,0.8727570189140783,0.04195817693225064,0.21047705550073434
13.00433477825942,1.0,0.0,0.22848861944650367
14.004668222740912,0.9879028436417558,0.0061456794295160514,0.2732307409813539
15.005001667222405,0.9496517624341668,0.028734129023009803,0.2702360735829821
16.0053351117039,0.9133675573544376,0.0060761715118740865,0.2178434620645708
17.005668556185395,0.9615616167865007,0.009867079165900731,0.23721206399446498
18.00600200066689,0.9884740472290469,0.002061530930018201,0.21777710484822574
19.00633544514838,1.0,0.0,0.26067829027001144
20.006668889629875,1.0,0.0,0.2915151906005537
21.00700233411137,1.0,0.0,0.26887199839306936
22.00733577859286,0.9460176426035104,0.025439644884532004,0.28074366413338003
23.007669223074355,1.0,0.0,0.2421915061527432
24.00800266755585,0.9999622920579305,1.0807362755893026e-05,0.22383735379484704
25.008336112037345,1.0,0.0,0.28008511747543713
26.00866955651884,0.9755710443867194,0.005788831628437883,0.24732767816382412
27.00900300100033,1.0,0.0,0.23213754058489117
28.009336445481825,1.0,0.0,0.2874449521131221
29.00966988996332,0.9631235291922463,0.0038236430833160496,0.2286578714296987
30.01000333444481,0.9963941952675202,0.0009171270925221378,0.22670094983348316
31.010336778926305,0.9849171980317838,0.004868067055254165,0.25825952148796283
32.0106702234078,1.0,0.0,0.22396285129054308
33.01100366788929,0.9377052668149326,0.011538372497116187,0.2548709328088853
34.01133711237079,0.9951260366191149,0.0005604229242171175,0.22573264063441106
35.01167055685228,1.0,0.0,0.2550269402010605
36.01200400133378,0.9980437395494908,0.0006333095853336145,0.2558414153781586
37.01233744581527,1.0,0.0,0.25529498742473916
38.01267089029676,1.0,0.0,0.22424246298687087
39.01300433477826,0.9957167450246523,0.0017365249500741742,0.24503460061984259
40.01333777925975,1.0,0.0,0.27746749261797177
41.01367122374124,1.0,0.0,0.24595506784311313
42.01400466822274,1.0,0.0,0.22697745073714629
