Depth (m),Interpolated Impedance,Interpolated Amplitude,Interpolated Frequency,Sand Fraction,Water Saturation,Porosity
0.0,7649.014245903312,-2861.7113368160885,94.42959320883378,1.0,0.0,0.2345269817626455
1.0003334444814935,7459.020876370896,-1275.5725770644967,96.85534916575641,1.0,0.0,0.2565521791001047
2.0006668889629875,7695.306894874657,-590.3987972958555,95.30970575101797,1.0,0.0,0.2240054120638241
3.001000333444481,7958.409457089198,2876.544801842336,97.29003090962969,0.902575011814971,0.0121777372818579,0.1966563424948266
4.001333777925975,7431.754654471918,894.84568954699,98.9692617842226,0.9918287364539744,0.0036218424415742,0.2513005801012706
5.001667222407469,7432.2597465264935,-1928.2051653868975,104.23578910388169,0.9417144378486524,0.0085086823197309,0.243612204396709
6.0020006668889625,7976.764844985631,819.070931229284,98.45422481313985,0.989269482458796,0.003849809413568,0.23597905480995
7.002334111370456,7733.73158580162,-2215.94242937359,92.14189480726675,1.0,0.0,0.2273801003174905
8.00266755585195,7363.159017997374,1744.0445647112197,105.78036590803343,1.0,0.0,0.2343214180152908
9.003001000333445,7667.269513576013,-571.6875661940272,95.90457934192915,1.0,0.0,0.2678218171387837
10.003334444814936,7365.976359378635,9.533178846839963,99.80643120892455,1.0,0.0,0.2679584183212813
11.00366788929643,7365.782907873618,2153.6667315119303,102.34271921359723,0.9339831585876752,0.0124444229087613,0.246345882051395
12.004001333777923,7578.5906821366725,-1750.793421470985,101.11809210535131,0.8727570189140783,0.0419581769322506,0.2104770555007343
13.00433477825942,6932.518093991807,-1900.7496768469564,105.60094108539028,1.0,0.0,0.2284886194465036
14.004668222740912,6989.526984357449,-665.5005957096057,102.53506239919103,0.9879028436417558,0.006145679429516,0.2732307409813539
15.005001667222404,7338.816242061323,1782.4322123762984,95.84350211818676,0.9496517624341668,0.0287341290230098,0.2702360735829821
16.0053351117039,7204.153331455479,-2039.1952606663085,111.0528642210746,0.9133675573544376,0.006076171511874,0.2178434620645708
17.005668556185395,7602.777034056743,-3993.455627498121,101.14172400225415,0.9615616167865008,0.0098670791659007,0.2372120639944649
18.00600200066689,7236.595778343939,-407.0129745063911,99.44335888689866,0.9884740472290467,0.0020615309300182,0.2177771048482257
19.00633544514838,7085.812057322025,1112.2773087964638,105.0096904697299,1.0,0.0,0.2606782902700114
20.006668889629875,7949.697965121199,2099.9924079765933,101.44732141854546,1.0,0.0,0.2915151906005537
21.00700233411137,7442.770611021157,-380.21608029625696,102.20621098803863,1.0,0.0,0.2688719983930693
22.00733577859286,7531.2621292956255,-287.69563675606,112.68099335078873,0.9460176426035104,0.025439644884532,0.28074366413338
23.007669223074355,7084.079378747502,2075.2054448045274,98.85446955095573,1.0,0.0,0.2421915061527432
24.00800266755585,7348.689183976166,-2445.35675120202,98.65127555658776,0.9999622920579304,1.0807362755893026e-05,0.223837353794847
25.008336112037345,7545.780944969013,-208.63289687999506,100.83297592118332,1.0,0.0,0.2800851174754371
26.00866955651884,7167.706261551547,674.6672084094374,105.61766637347002,0.9755710443867194,0.0057888316284378,0.2473276781638241
27.00900300100033,7626.213907004212,1077.7328308256097,92.73741987905836,1.0,0.0,0.2321375405848911
28.009336445481825,7333.813061247007,-345.94201984485403,90.45231390707092,1.0,0.0,0.2874449521131221
29.00966988996332,7426.996710007051,485.28233238204143,97.35452034579967,0.9631235291922464,0.003823643083316,0.2286578714296987
30.01000333444481,7334.4930179983785,-3284.0282681427884,92.13048523804765,0.9963941952675202,0.0009171270925221,0.2267009498334831
31.010336778926305,8071.188623742144,-524.0791283944054,98.18594663016114,0.9849171980317838,0.0048680670552541,0.2582595214879628
32.0106702234078,7511.956167690287,1158.3756970291656,102.83260518287993,1.0,0.0,0.223962851290543
33.01100366788929,7199.192223147214,-980.5212458567232,95.87636571891818,0.9377052668149326,0.0115383724971161,0.2548709328088853
34.01133711237079,7763.76914218712,596.1909840486541,93.20598048721648,0.9951260366191148,0.0005604229242171,0.225732640634411
35.01167055685228,7151.252740287157,1192.8055477013231,100.69680251414557,1.0,0.0,0.2550269402010605
36.01200400133378,7580.665080501992,23.442068938314858,104.67283746308759,0.9980437395494908,0.0006333095853336,0.2558414153781586
37.01233744581527,6930.605131559078,807.7171598698768,91.89525618187662,1.0,0.0,0.2552949874247391
38.01267089029676,7120.550520775592,-877.3355211155867,104.48128870043224,1.0,0.0,0.2242424629868708
39.01300433477826,7578.564872928158,271.5740521991884,104.47666106204005,0.9957167450246523,0.0017365249500741,0.2450346006198425
40.01333777925975,7741.546642888229,1511.528324118635,105.17055888857529,1.0,0.0,0.2774674926179717
41.01367122374124,7571.917319968883,846.3616941667038,106.50253778659618,1.0,0.0,0.2459550678431131
42.01400466822274,7486.312517617569,-254.2117513639161,111.43020966997906,1.0,0.0,0.2269774507371462
43.01433811270423,7431.176060379668,976.5770096583518,98.6496831380333,0.9044050587902348,0.0225685242623086,0.2171945389072173
44.01467155718572,7078.450738668271,1726.8183224643233,100.98800461595945,0.9805108532279948,0.0072634445462953,0.2199561003262116
45.01500500166722,7306.554239982416,-2405.373431546874,98.36795788377677,0.9212643888600658,0.0425737641860783,0.1866753739939455
46.01533844614871,7384.816037935105,2422.767683971346,100.47003760823986,1.0,0.0,0.2464646888430786
47.01567189063021,7840.644503811009,194.37546344674183,108.13452349708805,0.992242106016604,0.0011054659676321,0.2500538110938938
48.0160053351117,7627.093489538115,1351.5759757049475,93.75508763369793,0.985516598431686,0.0038035106995088,0.260349471528203
49.01633877959319,6995.596122780947,2523.7771203040284,96.18491502696786,1.0,0.0,0.2593394580862947
50.01667222407469,7622.233526930422,-1315.0563617862142,107.38607140476243,1.0,0.0,0.2622846108145925
51.01700566855618,7409.983818709415,-307.17844405480247,105.61035259119649,0.9384488784293252,0.0285491717676294,0.2337819613652284
52.01733911303768,7322.932069464608,338.6699541402456,98.70451515704293,0.991234241621828,0.0022769961003342,0.2903491677772585
53.01767255751917,7710.011722931116,-389.646645514865,104.80218673118033,0.9779200251202496,0.0148897723413438,0.2276400593679366
54.01800600200066,7836.308859749723,3402.8594754887267,102.24625927247892,0.9073505510217132,0.0241809372958164,0.2204849101665152
55.01833944648216,7806.893205458109,-470.2525781160801,108.05155643947005,0.9599621623014604,0.0096023590253103,0.2731521660816809
56.01867289096365,7276.244079478716,-3.9840419006764427,100.9327346980438,0.9851976924186144,0.0045847370255152,0.2384894871473209
57.01900633544514,7435.745790412364,1150.3294922505054,105.69835063271768,0.9885258517499071,0.0056650768313202,0.2449147668713867
58.01933977992664,7628.388699310936,-945.0896344258188,113.79025295026071,0.9200604713989504,0.0198120843972853,0.2380857989685041
59.01967322440813,7822.173374749015,278.9808292652302,103.58069250748301,1.0,0.0,0.2733355277048878
60.02000666888962,7386.257731980809,1363.0272039352683,100.84684089566225,0.9888640383327983,0.005576096949454,0.250041667660059
61.02034011337112,7474.8124770576005,401.8799347219125,104.22243832723967,0.9957453479561816,0.0009535252394849,0.2312463208870841
